Processed_Tweet,Tokenized_Tweet
usahakan jangan menghasut suasana seperti ini apakah tugasmu hanya menghasut seperti ustad ustad kadal gurun kita sebagai warga dunia bukan hanya warga negara harus mendukung usaha menekan covid atau minimal diam,"['usahakan', 'jangan', 'menghasut', 'suasana', 'seperti', 'ini', 'apakah', 'tugasmu', 'hanya', 'menghasut', 'seperti', 'ustad', 'ustad', 'kadal', 'gurun', 'kita', 'sebagai', 'warga', 'dunia', 'bukan', 'hanya', 'warga', 'negara', 'harus', 'mendukung', 'usaha', 'menekan', 'covid', 'atau', 'minimal', 'diam']"
lebih narapidana bebas di tengah wabah covid termasuk koruptor serbaserbi mmc pemerintah melalui kemenkumham telah mengeluarkan dan membebaskan narapidana dan anak melalui program asimilasi dan integrasi berkenaan,"['lebih', 'narapidana', 'bebas', 'di', 'tengah', 'wabah', 'covid', 'termasuk', 'koruptor', 'serbaserbi', 'mmc', 'pemerintah', 'melalui', 'kemenkumham', 'telah', 'mengeluarkan', 'dan', 'membebaskan', 'narapidana', 'dan', 'anak', 'melalui', 'program', 'asimilasi', 'dan', 'integrasi', 'berkenaan']"
ni orng bagusnye disuru bantu dokter yg nanganin covid tanpa apd sensasi mele lo nesnes,"['ni', 'orng', 'bagusnye', 'disuru', 'bantu', 'dokter', 'yg', 'nanganin', 'covid', 'tanpa', 'apd', 'sensasi', 'mele', 'lo', 'nesnes']"
tiga daerah di papua barat zona hijau dari covid,"['tiga', 'daerah', 'di', 'papua', 'barat', 'zona', 'hijau', 'dari', 'covid']"
semoga covid cepat berlalu,"['semoga', 'covid', 'cepat', 'berlalu']"
terapkan dan biasakan jaga jarak untuk cegah merebaknya covid,"['terapkan', 'dan', 'biasakan', 'jaga', 'jarak', 'untuk', 'cegah', 'merebaknya', 'covid']"
walau sudah x belum salat jumat insha allah tidak mengurangi yang saya rasakan bersama keluarga dalam melawan covid,"['walau', 'sudah', 'x', 'belum', 'salat', 'jumat', 'insha', 'allah', 'tidak', 'mengurangi', 'yang', 'saya', 'rasakan', 'bersama', 'keluarga', 'dalam', 'melawan', 'covid']"
adakah websiteportal beritamedia yang memuat timeline kebijakan pemerintah terkait covid,"['adakah', 'websiteportal', 'beritamedia', 'yang', 'memuat', 'timeline', 'kebijakan', 'pemerintah', 'terkait', 'covid']"
cegah pagebluk covid polri janji penindakan hukum jalan terakhir,"['cegah', 'pagebluk', 'covid', 'polri', 'janji', 'penindakan', 'hukum', 'jalan', 'terakhir']"
salah satu penyebab angka kematian karena covid tinggi adalah kemungkinan ada yang bukan meninggal karena covid dinyatakan meninggalnya karena covid karena sakitnya saat covid lagi merebak,"['salah', 'satu', 'penyebab', 'angka', 'kematian', 'karena', 'covid', 'tinggi', 'adalah', 'kemungkinan', 'ada', 'yang', 'bukan', 'meninggal', 'karena', 'covid', 'dinyatakan', 'meninggalnya', 'karena', 'covid', 'karena', 'sakitnya', 'saat', 'covid', 'lagi', 'merebak']"
harusnya hari ini aku ke jogja ngajak ibu jalan biar refreshing udh ngerencanain ini dari thn lalup boro jalan di jogjadiskitar kediri aja gabisa please covid go away,"['harusnya', 'hari', 'ini', 'aku', 'ke', 'jogja', 'ngajak', 'ibu', 'jalan', 'biar', 'refreshing', 'udh', 'ngerencanain', 'ini', 'dari', 'thn', 'lalup', 'boro', 'jalan', 'di', 'jogjadiskitar', 'kediri', 'aja', 'gabisa', 'please', 'covid', 'go', 'away']"
semenjak ada covid jam tidur udah kek bukan manusia normal,"['semenjak', 'ada', 'covid', 'jam', 'tidur', 'udah', 'kek', 'bukan', 'manusia', 'normal']"
update corona covid sulsel jumat april per kabupaten kota maros sidrap postif gowa,"['update', 'corona', 'covid', 'sulsel', 'jumat', 'april', 'per', 'kabupaten', 'kota', 'maros', 'sidrap', 'postif', 'gowa']"
abdul covid vairus kalo cowok siti covida vairus kalo cewek wkwkwkw,"['abdul', 'covid', 'vairus', 'kalo', 'cowok', 'siti', 'covida', 'vairus', 'kalo', 'cewek', 'wkwkwkw']"
selamat memperingati wafat isa almasih bagi umat kristen dan katholik wafat isa almasih tahun ini jatuh pada hari jumat april semoga di tengah pandemi covid ini selalu diberikan kedamaian dan,"['selamat', 'memperingati', 'wafat', 'isa', 'almasih', 'bagi', 'umat', 'kristen', 'dan', 'katholik', 'wafat', 'isa', 'almasih', 'tahun', 'ini', 'jatuh', 'pada', 'hari', 'jumat', 'april', 'semoga', 'di', 'tengah', 'pandemi', 'covid', 'ini', 'selalu', 'diberikan', 'kedamaian', 'dan']"
ayok mari kita sama sama lawan covid,"['ayok', 'mari', 'kita', 'sama', 'sama', 'lawan', 'covid']"
duh gusti masih ada aja i ungaran warga menolak pemakaman perawat rsud drkariadi semarang korban covid,"['duh', 'gusti', 'masih', 'ada', 'aja', 'i', 'ungaran', 'warga', 'menolak', 'pemakaman', 'perawat', 'rsud', 'drkariadi', 'semarang', 'korban', 'covid']"
pembagian sembako serentak kepada warga tidak mampu di sekitar mapolsek dn makoramil terkait dampak wabah corona covidhari kamis tgl april pkl pembagian sembako dilakukankapolsek tawangharjo,"['pembagian', 'sembako', 'serentak', 'kepada', 'warga', 'tidak', 'mampu', 'di', 'sekitar', 'mapolsek', 'dn', 'makoramil', 'terkait', 'dampak', 'wabah', 'corona', 'covidhari', 'kamis', 'tgl', 'april', 'pkl', 'pembagian', 'sembako', 'dilakukankapolsek', 'tawangharjo']"
segenap keluarga besar pemerintah kota batu mengucapkan selamat hari jadi kabupaten nganjuk ke semoga kabupaten nganjuk semakin maju dan pandemi covid segera berlalurebeccaramona,"['segenap', 'keluarga', 'besar', 'pemerintah', 'kota', 'batu', 'mengucapkan', 'selamat', 'hari', 'jadi', 'kabupaten', 'nganjuk', 'ke', 'semoga', 'kabupaten', 'nganjuk', 'semakin', 'maju', 'dan', 'pandemi', 'covid', 'segera', 'berlalurebeccaramona']"
rupanya soal persiapan lahan utk kuburan masal korban covid tak hanya pemerintah aceh pemerintah new york pun turut mempersiapkanya sedia payung sebelum hujan,"['rupanya', 'soal', 'persiapan', 'lahan', 'utk', 'kuburan', 'masal', 'korban', 'covid', 'tak', 'hanya', 'pemerintah', 'aceh', 'pemerintah', 'new', 'york', 'pun', 'turut', 'mempersiapkanya', 'sedia', 'payung', 'sebelum', 'hujan']"
kenapa perlu duduk di rumah ini sebabnyabersama kita putuskan rantaian jangkitan covid,"['kenapa', 'perlu', 'duduk', 'di', 'rumah', 'ini', 'sebabnyabersama', 'kita', 'putuskan', 'rantaian', 'jangkitan', 'covid']"
vid covid kapan kamu pergisejak kedatanganmu banyak orang kehilangan,"['vid', 'covid', 'kapan', 'kamu', 'pergisejak', 'kedatanganmu', 'banyak', 'orang', 'kehilangan']"
wabah corona covid peringatan bagi para penguasa agar mereka tidak berbuat makar kepada allah swt dengan menentang penegakan hukumhukumnya cepat atau lambat mereka akan mendapat balasan darinya,"['wabah', 'corona', 'covid', 'peringatan', 'bagi', 'para', 'penguasa', 'agar', 'mereka', 'tidak', 'berbuat', 'makar', 'kepada', 'allah', 'swt', 'dengan', 'menentang', 'penegakan', 'hukumhukumnya', 'cepat', 'atau', 'lambat', 'mereka', 'akan', 'mendapat', 'balasan', 'darinya']"
tugas ekonominama aulia nashwa nathaniano kelas xl mipa sma negeri banyudonosaya akan menjawab beberapa pertanyaan yang diberikan oleh ibu terkait dengan materi kerjasama internasional amp isu yang sedang berkembang saat ini covida thread,"['tugas', 'ekonominama', 'aulia', 'nashwa', 'nathaniano', 'kelas', 'xl', 'mipa', 'sma', 'negeri', 'banyudonosaya', 'akan', 'menjawab', 'beberapa', 'pertanyaan', 'yang', 'diberikan', 'oleh', 'ibu', 'terkait', 'dengan', 'materi', 'kerjasama', 'internasional', 'amp', 'isu', 'yang', 'sedang', 'berkembang', 'saat', 'ini', 'covida', 'thread']"
bantuan masyarakat terus mengalir rekening gugus tugas covid sudah terisi rp miliaryang t bagaimana kabarnya kalau ini beri bohong tolong tangkap sumbernya,"['bantuan', 'masyarakat', 'terus', 'mengalir', 'rekening', 'gugus', 'tugas', 'covid', 'sudah', 'terisi', 'rp', 'miliaryang', 't', 'bagaimana', 'kabarnya', 'kalau', 'ini', 'beri', 'bohong', 'tolong', 'tangkap', 'sumbernya']"
wander luiz masih menunggu hasil dari pemeriksaan tes covid,"['wander', 'luiz', 'masih', 'menunggu', 'hasil', 'dari', 'pemeriksaan', 'tes', 'covid']"
kerjakerja termination cable for stand by gen set at pusat kuarantin dan rawatan quarantine for low risk covid patient maeps,"['kerjakerja', 'termination', 'cable', 'for', 'stand', 'by', 'gen', 'set', 'at', 'pusat', 'kuarantin', 'dan', 'rawatan', 'quarantine', 'for', 'low', 'risk', 'covid', 'patient', 'maeps']"
semoga wabah covid segera berlalu,"['semoga', 'wabah', 'covid', 'segera', 'berlalu']"
bisakah permenkes psbb mempercepat penanganan covid,"['bisakah', 'permenkes', 'psbb', 'mempercepat', 'penanganan', 'covid']"
el asamau mahasiswa lpdp asal alor umumkan positif covid di ntt lewat pos,"['el', 'asamau', 'mahasiswa', 'lpdp', 'asal', 'alor', 'umumkan', 'positif', 'covid', 'di', 'ntt', 'lewat', 'pos']"
berdamailah dlm kesedihn dan rasa sakititulah sumber mata air kehidupan dan kecintaan pada tuhankrna kemuliaan itu hrus kau temui dlm onak dan durirumi matsnawi jilid bait bgitulah pelajaran ala rumi untk kita di tngah mwbahny covid badai psti berlalu,"['berdamailah', 'dlm', 'kesedihn', 'dan', 'rasa', 'sakititulah', 'sumber', 'mata', 'air', 'kehidupan', 'dan', 'kecintaan', 'pada', 'tuhankrna', 'kemuliaan', 'itu', 'hrus', 'kau', 'temui', 'dlm', 'onak', 'dan', 'durirumi', 'matsnawi', 'jilid', 'bait', 'bgitulah', 'pelajaran', 'ala', 'rumi', 'untk', 'kita', 'di', 'tngah', 'mwbahny', 'covid', 'badai', 'psti', 'berlalu']"
flex sangat haritu increase production sekarang baru tahu langit tinggi atau rendah apabila unexpected beast covid datang,"['flex', 'sangat', 'haritu', 'increase', 'production', 'sekarang', 'baru', 'tahu', 'langit', 'tinggi', 'atau', 'rendah', 'apabila', 'unexpected', 'beast', 'covid', 'datang']"
pemerintah larang asn tni polri dan pegawai bumn mudik di tengah pandemi covi,"['pemerintah', 'larang', 'asn', 'tni', 'polri', 'dan', 'pegawai', 'bumn', 'mudik', 'di', 'tengah', 'pandemi', 'covi']"
kata dia nih untuk mencegah virus covid harus rajin mandi perasaan gw semua yg meninggal jg rajin mandibangun tidur si torus manditidak lupa menggosok biji,"['kata', 'dia', 'nih', 'untuk', 'mencegah', 'virus', 'covid', 'harus', 'rajin', 'mandi', 'perasaan', 'gw', 'semua', 'yg', 'meninggal', 'jg', 'rajin', 'mandibangun', 'tidur', 'si', 'torus', 'manditidak', 'lupa', 'menggosok', 'biji']"
mungkin glenn fredly jauh lebih berharga dari pd petugas medis amp para korban meninggal covid yang bela sungkawa byk bener termasuk dari pemerintah sampai segitunya para petugas medis bersabar ya kami disini yg akan terus mendoakan kalian sepanjang hari demi hari,"['mungkin', 'glenn', 'fredly', 'jauh', 'lebih', 'berharga', 'dari', 'pd', 'petugas', 'medis', 'amp', 'para', 'korban', 'meninggal', 'covid', 'yang', 'bela', 'sungkawa', 'byk', 'bener', 'termasuk', 'dari', 'pemerintah', 'sampai', 'segitunya', 'para', 'petugas', 'medis', 'bersabar', 'ya', 'kami', 'disini', 'yg', 'akan', 'terus', 'mendoakan', 'kalian', 'sepanjang', 'hari', 'demi', 'hari']"
yuk kita simak penjelasan dr hastry spf terkait penanganan jenazah covidbersama kita bisaindonesia bisa lawan corona,"['yuk', 'kita', 'simak', 'penjelasan', 'dr', 'hastry', 'spf', 'terkait', 'penanganan', 'jenazah', 'covidbersama', 'kita', 'bisaindonesia', 'bisa', 'lawan', 'corona']"
dokter tifauzia presiden harusnya sampaikan duka cita ke dokter covid,"['dokter', 'tifauzia', 'presiden', 'harusnya', 'sampaikan', 'duka', 'cita', 'ke', 'dokter', 'covid']"
covid akan pergi insyaallah kerana masih ada manusia yang rukuk pada allah masih ada bayi yang menyusu dan masih ada burung dan haiwan lain yang mencari makanan untuk terus hidup,"['covid', 'akan', 'pergi', 'insyaallah', 'kerana', 'masih', 'ada', 'manusia', 'yang', 'rukuk', 'pada', 'allah', 'masih', 'ada', 'bayi', 'yang', 'menyusu', 'dan', 'masih', 'ada', 'burung', 'dan', 'haiwan', 'lain', 'yang', 'mencari', 'makanan', 'untuk', 'terus', 'hidup']"
polsek tugu himbau jaga jarak aman cegah covid,"['polsek', 'tugu', 'himbau', 'jaga', 'jarak', 'aman', 'cegah', 'covid']"
kalau pandemi covid ini berakhir dari bumi iniaku mau nikahdg siapapokoknya dg laki lakibukan pengangguranbukan buaya sosmedgak harus gantenggak musti kayayg penting matane rak jelalatan ngeliat yg perempuan,"['kalau', 'pandemi', 'covid', 'ini', 'berakhir', 'dari', 'bumi', 'iniaku', 'mau', 'nikahdg', 'siapapokoknya', 'dg', 'laki', 'lakibukan', 'pengangguranbukan', 'buaya', 'sosmedgak', 'harus', 'gantenggak', 'musti', 'kayayg', 'penting', 'matane', 'rak', 'jelalatan', 'ngeliat', 'yg', 'perempuan']"
hari ini masuk kali yang keempat kita tidak dapat menunaikan solat jumaat semoga allah menghapuskan covid ini dengan segera amin,"['hari', 'ini', 'masuk', 'kali', 'yang', 'keempat', 'kita', 'tidak', 'dapat', 'menunaikan', 'solat', 'jumaat', 'semoga', 'allah', 'menghapuskan', 'covid', 'ini', 'dengan', 'segera', 'amin']"
kalau omnibus law tetap berjalan ribuan buruh akan melakukan demo besaran pd tg aprildalam kondisi wabah covid seharusnya dpr lebih fokus menghadapi wabah corona dan korban phk,"['kalau', 'omnibus', 'law', 'tetap', 'berjalan', 'ribuan', 'buruh', 'akan', 'melakukan', 'demo', 'besaran', 'pd', 'tg', 'aprildalam', 'kondisi', 'wabah', 'covid', 'seharusnya', 'dpr', 'lebih', 'fokus', 'menghadapi', 'wabah', 'corona', 'dan', 'korban', 'phk']"
personil polsek karanglewas melaksanakan patroli malam blp atau jam malam ciptakan situasi yang kondusif dan adakan cek pos sterilisasi terkait pencegahan penularan covid pada saat jam malam di wilayah kec karanglewas,"['personil', 'polsek', 'karanglewas', 'melaksanakan', 'patroli', 'malam', 'blp', 'atau', 'jam', 'malam', 'ciptakan', 'situasi', 'yang', 'kondusif', 'dan', 'adakan', 'cek', 'pos', 'sterilisasi', 'terkait', 'pencegahan', 'penularan', 'covid', 'pada', 'saat', 'jam', 'malam', 'di', 'wilayah', 'kec', 'karanglewas']"
berdasarkan survei dari orang yang meninggal karena covid ternyata semuanya karena tidak sembuh,"['berdasarkan', 'survei', 'dari', 'orang', 'yang', 'meninggal', 'karena', 'covid', 'ternyata', 'semuanya', 'karena', 'tidak', 'sembuh']"
pembatasan sosial berskala besar psbb di dki jakarta cegah covid berlaku pada april selama pekan sekolah dan tempat kerja diliburkan semua tempat ibadah ditutup semua fasilitas umum,"['pembatasan', 'sosial', 'berskala', 'besar', 'psbb', 'di', 'dki', 'jakarta', 'cegah', 'covid', 'berlaku', 'pada', 'april', 'selama', 'pekan', 'sekolah', 'dan', 'tempat', 'kerja', 'diliburkan', 'semua', 'tempat', 'ibadah', 'ditutup', 'semua', 'fasilitas', 'umum']"
yup setujudemo dalam skala besar biar kena covidtinggal dibuang kelaut semuanya,"['yup', 'setujudemo', 'dalam', 'skala', 'besar', 'biar', 'kena', 'covidtinggal', 'dibuang', 'kelaut', 'semuanya']"
wah konkret instruksi untuk kepala daerah dari kader banteng utk bersatu melawan corona,"['wah', 'konkret', 'instruksi', 'untuk', 'kepala', 'daerah', 'dari', 'kader', 'banteng', 'utk', 'bersatu', 'melawan', 'corona']"
putuskan mata rantai covid,"['putuskan', 'mata', 'rantai', 'covid']"
semoga semua frontliner kita terus usaha menyumbang bakti kepada negara,"['semoga', 'semua', 'frontliner', 'kita', 'terus', 'usaha', 'menyumbang', 'bakti', 'kepada', 'negara']"
polres lhokseumawe akan lidik penyebar info dokter positif covid,"['polres', 'lhokseumawe', 'akan', 'lidik', 'penyebar', 'info', 'dokter', 'positif', 'covid']"
karena nasgor mafia udh tutup di malang beres covid gue mau ubek ubek kota malang nyari daging kambing flish bm bgt nasgor kambing dia mau bikin aj kl gx adudahan dong coronanya huhu,"['karena', 'nasgor', 'mafia', 'udh', 'tutup', 'di', 'malang', 'beres', 'covid', 'gue', 'mau', 'ubek', 'ubek', 'kota', 'malang', 'nyari', 'daging', 'kambing', 'flish', 'bm', 'bgt', 'nasgor', 'kambing', 'dia', 'mau', 'bikin', 'aj', 'kl', 'gx', 'adudahan', 'dong', 'coronanya', 'huhu']"
ntb sudah uii sampel covid kini lebih cepat ketahui hasilnya,"['ntb', 'sudah', 'uii', 'sampel', 'covid', 'kini', 'lebih', 'cepat', 'ketahui', 'hasilnya']"
cegah covid hmpi sulsel gelar diskusi daring,"['cegah', 'covid', 'hmpi', 'sulsel', 'gelar', 'diskusi', 'daring']"
breaking news kabar duka tiga pdp covid kalbar di rsud soedarso meninggal dunia dalam sehari halaman,"['breaking', 'news', 'kabar', 'duka', 'tiga', 'pdp', 'covid', 'kalbar', 'di', 'rsud', 'soedarso', 'meninggal', 'dunia', 'dalam', 'sehari', 'halaman']"
fokus tangani covid fokus tangani dampak covid pd buruh saat ini ribuan buruh dirumahkan tnp digaji mrk kehilangan penghasilan,"['fokus', 'tangani', 'covid', 'fokus', 'tangani', 'dampak', 'covid', 'pd', 'buruh', 'saat', 'ini', 'ribuan', 'buruh', 'dirumahkan', 'tnp', 'digaji', 'mrk', 'kehilangan', 'penghasilan']"
pak mahfud soal kesehatan dan covid serahkan kpd ahlinya dokter erlina burhan,"['pak', 'mahfud', 'soal', 'kesehatan', 'dan', 'covid', 'serahkan', 'kpd', 'ahlinya', 'dokter', 'erlina', 'burhan']"
selamat pagi rute sudimaratanah abang tersedia pkl wib untuk informasi lengkap jadwal perjalanan krl mulai april bisa di lihat pada website link berikut tks,"['selamat', 'pagi', 'rute', 'sudimaratanah', 'abang', 'tersedia', 'pkl', 'wib', 'untuk', 'informasi', 'lengkap', 'jadwal', 'perjalanan', 'krl', 'mulai', 'april', 'bisa', 'di', 'lihat', 'pada', 'website', 'link', 'berikut', 'tks']"
selamat jalan covidselamat datang ramadhan h,"['selamat', 'jalan', 'covidselamat', 'datang', 'ramadhan', 'h']"
makasih mas semoga malaysia juga begitu kita sama perangi covid ini dan semuanya pada patuh ama himbauan pemerintah kita semua,"['makasih', 'mas', 'semoga', 'malaysia', 'juga', 'begitu', 'kita', 'sama', 'perangi', 'covid', 'ini', 'dan', 'semuanya', 'pada', 'patuh', 'ama', 'himbauan', 'pemerintah', 'kita', 'semua']"
cegah virus coronamenindaklanjuti maklumat kapolri dan perintah kapolri dalam rangka mencegah dan mengantisipasi penyebaran covid atau virus corona polsek banjarnegara giatkan bersih bersih,"['cegah', 'virus', 'coronamenindaklanjuti', 'maklumat', 'kapolri', 'dan', 'perintah', 'kapolri', 'dalam', 'rangka', 'mencegah', 'dan', 'mengantisipasi', 'penyebaran', 'covid', 'atau', 'virus', 'corona', 'polsek', 'banjarnegara', 'giatkan', 'bersih', 'bersih']"
kades tomori bpk anas olabahim himbau warga menunda mudik untuk cegah penyebaran covid,"['kades', 'tomori', 'bpk', 'anas', 'olabahim', 'himbau', 'warga', 'menunda', 'mudik', 'untuk', 'cegah', 'penyebaran', 'covid']"
fix perang dingin akan berlanjutsampe perdebatan masalah covid ini selesaiatausampe lebih dari abis lebaran,"['fix', 'perang', 'dingin', 'akan', 'berlanjutsampe', 'perdebatan', 'masalah', 'covid', 'ini', 'selesaiatausampe', 'lebih', 'dari', 'abis', 'lebaran']"
pasca merebak covid nasib tki di malaysia memprihatinkan,"['pasca', 'merebak', 'covid', 'nasib', 'tki', 'di', 'malaysia', 'memprihatinkan']"
pejuang covid,"['pejuang', 'covid']"
ini teh awalnya kl ga salah sakit dbd trs setelah trombosit normal ga ada perbaikan di swab ternyata covid padahal sblmnya ga ada kontak dg covid dr awal sdh pgn drujuk k rshs tp penuh katanya,"['ini', 'teh', 'awalnya', 'kl', 'ga', 'salah', 'sakit', 'dbd', 'trs', 'setelah', 'trombosit', 'normal', 'ga', 'ada', 'perbaikan', 'di', 'swab', 'ternyata', 'covid', 'padahal', 'sblmnya', 'ga', 'ada', 'kontak', 'dg', 'covid', 'dr', 'awal', 'sdh', 'pgn', 'drujuk', 'k', 'rshs', 'tp', 'penuh', 'katanya']"
terbitnya telegram polri yg salah satu poinnya terkait penindakan hukum penghina presiden dan pejabat negara dalam situasi wabah virus corona covid menurut sby mempermalukan indonesia di mata dunia sebab hal seperti itu tak terjadi di negara lain,"['terbitnya', 'telegram', 'polri', 'yg', 'salah', 'satu', 'poinnya', 'terkait', 'penindakan', 'hukum', 'penghina', 'presiden', 'dan', 'pejabat', 'negara', 'dalam', 'situasi', 'wabah', 'virus', 'corona', 'covid', 'menurut', 'sby', 'mempermalukan', 'indonesia', 'di', 'mata', 'dunia', 'sebab', 'hal', 'seperti', 'itu', 'tak', 'terjadi', 'di', 'negara', 'lain']"
pentingnya kita tetap adalah karena kalopun lo kena covid dan sembuh ada kemungkinan virusnya akan aktif lagi,"['pentingnya', 'kita', 'tetap', 'adalah', 'karena', 'kalopun', 'lo', 'kena', 'covid', 'dan', 'sembuh', 'ada', 'kemungkinan', 'virusnya', 'akan', 'aktif', 'lagi']"
