Processed_Tweet,Tokenized_Tweet
bagi anda korban phk atau dirumahkan akibat penyebaran virus covid yuk daftarkan diri anda untuk mendapatkan kartu pra kerjamudah koqdaftar aja di website,"['bagi', 'anda', 'korban', 'phk', 'atau', 'dirumahkan', 'akibat', 'penyebaran', 'virus', 'covid', 'yuk', 'daftarkan', 'diri', 'anda', 'untuk', 'mendapatkan', 'kartu', 'pra', 'kerjamudah', 'koqdaftar', 'aja', 'di', 'website']"
bersama bersatu lawan penyebaran virus corona covid jaga kesehatan jauhi kerumunan cuci tangan pakai sabun serta tetap infolingga,"['bersama', 'bersatu', 'lawan', 'penyebaran', 'virus', 'corona', 'covid', 'jaga', 'kesehatan', 'jauhi', 'kerumunan', 'cuci', 'tangan', 'pakai', 'sabun', 'serta', 'tetap', 'infolingga']"
kapolrestabes semarang bersama forkopimda kota semarang memberikan himbauan kepada masyarakat untuk memakai masker jaga kebersihan dan tetap di rumah guna memutus mata rantai penyebaran virus corona atau covid,"['kapolrestabes', 'semarang', 'bersama', 'forkopimda', 'kota', 'semarang', 'memberikan', 'himbauan', 'kepada', 'masyarakat', 'untuk', 'memakai', 'masker', 'jaga', 'kebersihan', 'dan', 'tetap', 'di', 'rumah', 'guna', 'memutus', 'mata', 'rantai', 'penyebaran', 'virus', 'corona', 'atau', 'covid']"
gpp nyai mendingan gitu hibur diri daripada keluar rumah tetap sehat nyai semoga alloh melindungi dan menjauhkan wabah covid utk kita semua aamiin,"['gpp', 'nyai', 'mendingan', 'gitu', 'hibur', 'diri', 'daripada', 'keluar', 'rumah', 'tetap', 'sehat', 'nyai', 'semoga', 'alloh', 'melindungi', 'dan', 'menjauhkan', 'wabah', 'covid', 'utk', 'kita', 'semua', 'aamiin']"
tak kenal lelah tim gugus tugas covid kembali semprot pemukiman padat penduduk di belawan,"['tak', 'kenal', 'lelah', 'tim', 'gugus', 'tugas', 'covid', 'kembali', 'semprot', 'pemukiman', 'padat', 'penduduk', 'di', 'belawan']"
berapa banyak bahan kempen dia mahu padam dadaripada release padam release padam macam ni lebih baik dok dendiam wat keje yg org tk nampak takyah wat kempen langsung save wang kerajaan boleh masuk tabung covid tolong rakyat,"['berapa', 'banyak', 'bahan', 'kempen', 'dia', 'mahu', 'padam', 'dadaripada', 'release', 'padam', 'release', 'padam', 'macam', 'ni', 'lebih', 'baik', 'dok', 'dendiam', 'wat', 'keje', 'yg', 'org', 'tk', 'nampak', 'takyah', 'wat', 'kempen', 'langsung', 'save', 'wang', 'kerajaan', 'boleh', 'masuk', 'tabung', 'covid', 'tolong', 'rakyat']"
surabaya babinsa koramil tenggilis mejoyo terus berupaya melaksanakan sosialisasi kepada warga masyarakatnya untuk meredam mewabahnya virus corona atau covid kali ini serma siswono dan sertu supri warsoyo,"['surabaya', 'babinsa', 'koramil', 'tenggilis', 'mejoyo', 'terus', 'berupaya', 'melaksanakan', 'sosialisasi', 'kepada', 'warga', 'masyarakatnya', 'untuk', 'meredam', 'mewabahnya', 'virus', 'corona', 'atau', 'covid', 'kali', 'ini', 'serma', 'siswono', 'dan', 'sertu', 'supri', 'warsoyo']"
pakai masker mainkan yoyo mu potret ini di sd vita school dilakukan sebelum pandemi covid tp budaya menggunakan masker sudah dilakukan contact us cak dolan twitter,"['pakai', 'masker', 'mainkan', 'yoyo', 'mu', 'potret', 'ini', 'di', 'sd', 'vita', 'school', 'dilakukan', 'sebelum', 'pandemi', 'covid', 'tp', 'budaya', 'menggunakan', 'masker', 'sudah', 'dilakukan', 'contact', 'us', 'cak', 'dolan', 'twitter']"
cegah virus corona covid srikandi polres pasuruan bagikan masker ke masyarakat,"['cegah', 'virus', 'corona', 'covid', 'srikandi', 'polres', 'pasuruan', 'bagikan', 'masker', 'ke', 'masyarakat']"
awalnya rezim jkw meremehkan menutupi demi amankan turis proyekx investor tka dari negara cina komunis tapi saat indonesia diserang penguasa gagap tidak bisa mencegah mengendalikan lindungi rakyat dari tertular kematian,"['awalnya', 'rezim', 'jkw', 'meremehkan', 'menutupi', 'demi', 'amankan', 'turis', 'proyekx', 'investor', 'tka', 'dari', 'negara', 'cina', 'komunis', 'tapi', 'saat', 'indonesia', 'diserang', 'penguasa', 'gagap', 'tidak', 'bisa', 'mencegah', 'mengendalikan', 'lindungi', 'rakyat', 'dari', 'tertular', 'kematian']"
indonesia tegaskan perlunya dk pbb tunjukkan kesatuan dlm atasi dampak covid thdp perdamaian keamanan internasional perlu kerja sama global solidaritas menghindari diskriminasi serta stigmatisasi,"['indonesia', 'tegaskan', 'perlunya', 'dk', 'pbb', 'tunjukkan', 'kesatuan', 'dlm', 'atasi', 'dampak', 'covid', 'thdp', 'perdamaian', 'keamanan', 'internasional', 'perlu', 'kerja', 'sama', 'global', 'solidaritas', 'menghindari', 'diskriminasi', 'serta', 'stigmatisasi']"
entah entah covid ni syaitan yela sebelum dia kena kurung dia kurung kita dulu hahahahahahahahahh,"['entah', 'entah', 'covid', 'ni', 'syaitan', 'yela', 'sebelum', 'dia', 'kena', 'kurung', 'dia', 'kurung', 'kita', 'dulu', 'hahahahahahahahahh']"
dprd kota makassar infodprdkotamakassar pemerintah makassar realokasi refocusing anggaran sebesar milyar untuk penanganan dampak pandemi covid di kota makassar ketua dprd kota makassar,"['dprd', 'kota', 'makassar', 'infodprdkotamakassar', 'pemerintah', 'makassar', 'realokasi', 'refocusing', 'anggaran', 'sebesar', 'milyar', 'untuk', 'penanganan', 'dampak', 'pandemi', 'covid', 'di', 'kota', 'makassar', 'ketua', 'dprd', 'kota', 'makassar']"
covid membuka jalan perdamaian israelpalestina,"['covid', 'membuka', 'jalan', 'perdamaian', 'israelpalestina']"
kata dia nih untuk mencegah virus covid harus rajin mandi perasaan gw semua yg meninggal jg rajin mandibangun tidur si torus manditidak lupa menggosok biji,"['kata', 'dia', 'nih', 'untuk', 'mencegah', 'virus', 'covid', 'harus', 'rajin', 'mandi', 'perasaan', 'gw', 'semua', 'yg', 'meninggal', 'jg', 'rajin', 'mandibangun', 'tidur', 'si', 'torus', 'manditidak', 'lupa', 'menggosok', 'biji']"
covid akan pergi insyaallah kerana masih ada manusia yang rukuk pada allah masih ada bayi yang menyusu dan masih ada burung dan haiwan lain yang mencari makanan untuk terus hidup ustaz fawwaz,"['covid', 'akan', 'pergi', 'insyaallah', 'kerana', 'masih', 'ada', 'manusia', 'yang', 'rukuk', 'pada', 'allah', 'masih', 'ada', 'bayi', 'yang', 'menyusu', 'dan', 'masih', 'ada', 'burung', 'dan', 'haiwan', 'lain', 'yang', 'mencari', 'makanan', 'untuk', 'terus', 'hidup', 'ustaz', 'fawwaz']"
udah siap maret gegara si covid ini batal semua play list film gw,"['udah', 'siap', 'maret', 'gegara', 'si', 'covid', 'ini', 'batal', 'semua', 'play', 'list', 'film', 'gw']"
siapkan rp miliar lebih untuk penanganan covid dprd minta pemkot cilegon transparan,"['siapkan', 'rp', 'miliar', 'lebih', 'untuk', 'penanganan', 'covid', 'dprd', 'minta', 'pemkot', 'cilegon', 'transparan']"
kaur pemerintahan desa hidayat himbau warga menunda mudik untuk cegah covid,"['kaur', 'pemerintahan', 'desa', 'hidayat', 'himbau', 'warga', 'menunda', 'mudik', 'untuk', 'cegah', 'covid']"
cepat pergi corona covid aku rindu aktivitas seperti biasa bisa pergi kemanapun tanpa ngerasa cemas,"['cepat', 'pergi', 'corona', 'covid', 'aku', 'rindu', 'aktivitas', 'seperti', 'biasa', 'bisa', 'pergi', 'kemanapun', 'tanpa', 'ngerasa', 'cemas']"
enjoy bgt tmnnya pada asik matkul nya pun ga serumit yg dibayangkan cuma ya ada matkul yg nyebelin naudzubillah di semster ini grgr covid wkwk,"['enjoy', 'bgt', 'tmnnya', 'pada', 'asik', 'matkul', 'nya', 'pun', 'ga', 'serumit', 'yg', 'dibayangkan', 'cuma', 'ya', 'ada', 'matkul', 'yg', 'nyebelin', 'naudzubillah', 'di', 'semster', 'ini', 'grgr', 'covid', 'wkwk']"
cuba lah kena covid baru tau kebal ke tak,"['cuba', 'lah', 'kena', 'covid', 'baru', 'tau', 'kebal', 'ke', 'tak']"
tapi tingkat kematian untuk yg tidak merokok karena covid lima kali lebih tinggi,"['tapi', 'tingkat', 'kematian', 'untuk', 'yg', 'tidak', 'merokok', 'karena', 'covid', 'lima', 'kali', 'lebih', 'tinggi']"
semoga wabah covid ini cepat berakhir biar kehidupan bisa kembali berjalan normal jaga kesehatan,"['semoga', 'wabah', 'covid', 'ini', 'cepat', 'berakhir', 'biar', 'kehidupan', 'bisa', 'kembali', 'berjalan', 'normal', 'jaga', 'kesehatan']"
tak pulak kena covid huhu oh lupa muda and tiada penyakit,"['tak', 'pulak', 'kena', 'covid', 'huhu', 'oh', 'lupa', 'muda', 'and', 'tiada', 'penyakit']"
orang yg nolak jenazah pdp atau positif covid bukan cuma ga punya otak karena goblobanget tapi juga ga punya hati wtf aku benci banget kasian begooooo,"['orang', 'yg', 'nolak', 'jenazah', 'pdp', 'atau', 'positif', 'covid', 'bukan', 'cuma', 'ga', 'punya', 'otak', 'karena', 'goblobanget', 'tapi', 'juga', 'ga', 'punya', 'hati', 'wtf', 'aku', 'benci', 'banget', 'kasian', 'begooooo']"
temas yok covid var,"['temas', 'yok', 'covid', 'var']"
ikut roger roger labuanfm pagi ini bersama mej pa zico bin sual pegawai pertahanan awam daerah wp labuan dengan topik tugas dan cabaran apm dalam menangani covid pukul pagi,"['ikut', 'roger', 'roger', 'labuanfm', 'pagi', 'ini', 'bersama', 'mej', 'pa', 'zico', 'bin', 'sual', 'pegawai', 'pertahanan', 'awam', 'daerah', 'wp', 'labuan', 'dengan', 'topik', 'tugas', 'dan', 'cabaran', 'apm', 'dalam', 'menangani', 'covid', 'pukul', 'pagi']"
tak beriya pun nak raya ke apa rasanya memang tak fikir langsung kot hmmm cuma harap semua cepat sembuh and covid ni cepat cepat hilang,"['tak', 'beriya', 'pun', 'nak', 'raya', 'ke', 'apa', 'rasanya', 'memang', 'tak', 'fikir', 'langsung', 'kot', 'hmmm', 'cuma', 'harap', 'semua', 'cepat', 'sembuh', 'and', 'covid', 'ni', 'cepat', 'cepat', 'hilang']"
kalau yg pernah terinfeksi coviddiberikan stempel apalagi dgn rfid sebuah diskriminasi potensi kambuhmasalah kesehatanatau paru rusakasal jgn kayak bourne identity chipstay safe healthy,"['kalau', 'yg', 'pernah', 'terinfeksi', 'coviddiberikan', 'stempel', 'apalagi', 'dgn', 'rfid', 'sebuah', 'diskriminasi', 'potensi', 'kambuhmasalah', 'kesehatanatau', 'paru', 'rusakasal', 'jgn', 'kayak', 'bourne', 'identity', 'chipstay', 'safe', 'healthy']"
makasih ya semoga semua wni cerdas dlm bersikap dg covid ini,"['makasih', 'ya', 'semoga', 'semua', 'wni', 'cerdas', 'dlm', 'bersikap', 'dg', 'covid', 'ini']"
ada menyuruh covid segera akan pergi jangan lagi berpakaian minim lagi ketat mengumbar aurat bukankah covid telah mendidik kita berpakaian serba tertutup dan memang kan semua agama samawi memuliakan pakaian yang rapih bersih dan sopan,"['ada', 'menyuruh', 'covid', 'segera', 'akan', 'pergi', 'jangan', 'lagi', 'berpakaian', 'minim', 'lagi', 'ketat', 'mengumbar', 'aurat', 'bukankah', 'covid', 'telah', 'mendidik', 'kita', 'berpakaian', 'serba', 'tertutup', 'dan', 'memang', 'kan', 'semua', 'agama', 'samawi', 'memuliakan', 'pakaian', 'yang', 'rapih', 'bersih', 'dan', 'sopan']"
new post bahas kesiapan daerah tangani covid walikota parepare vidcon kemendagri has been published on baca pesan,"['new', 'post', 'bahas', 'kesiapan', 'daerah', 'tangani', 'covid', 'walikota', 'parepare', 'vidcon', 'kemendagri', 'has', 'been', 'published', 'on', 'baca', 'pesan']"
hadiah kau masih tersangkut sebab covid,"['hadiah', 'kau', 'masih', 'tersangkut', 'sebab', 'covid']"
sinar mas land benarbenar all out membantu memerangi virus corona covid di indonesia,"['sinar', 'mas', 'land', 'benarbenar', 'all', 'out', 'membantu', 'memerangi', 'virus', 'corona', 'covid', 'di', 'indonesia']"
operasi keselamatan tinombala covid polres touna,"['operasi', 'keselamatan', 'tinombala', 'covid', 'polres', 'touna']"
covid to penghuni bumi emang ngapasi kalo ada gue zhombong amat,"['covid', 'to', 'penghuni', 'bumi', 'emang', 'ngapasi', 'kalo', 'ada', 'gue', 'zhombong', 'amat']"
malminga kah ini jangan keluar rumah bahaya covid waspada ok,"['malminga', 'kah', 'ini', 'jangan', 'keluar', 'rumah', 'bahaya', 'covid', 'waspada', 'ok']"
dan erupsi anak krakatau sementara ini berhasil menggeser perhatian dari covid,"['dan', 'erupsi', 'anak', 'krakatau', 'sementara', 'ini', 'berhasil', 'menggeser', 'perhatian', 'dari', 'covid']"
relawan kec pajarakan kab probolinggo prov jatim siap melakukan pencegahan penyebaran wabah covid,"['relawan', 'kec', 'pajarakan', 'kab', 'probolinggo', 'prov', 'jatim', 'siap', 'melakukan', 'pencegahan', 'penyebaran', 'wabah', 'covid']"
ini baunya dg meningkat jumlah positif covid bisa sampai akhir tahun pembatasan sosialnya,"['ini', 'baunya', 'dg', 'meningkat', 'jumlah', 'positif', 'covid', 'bisa', 'sampai', 'akhir', 'tahun', 'pembatasan', 'sosialnya']"
mari kita samasama memutuskan rantai covid dengan cara pyhsical distancing dan social distancing,"['mari', 'kita', 'samasama', 'memutuskan', 'rantai', 'covid', 'dengan', 'cara', 'pyhsical', 'distancing', 'dan', 'social', 'distancing']"
malam admin mau nanya untuk pengiriman barang dari luar negeri usa masih bisakah terkait adanya covid,"['malam', 'admin', 'mau', 'nanya', 'untuk', 'pengiriman', 'barang', 'dari', 'luar', 'negeri', 'usa', 'masih', 'bisakah', 'terkait', 'adanya', 'covid']"
yg patut digaris bawahi bukan hanya bertambahnya yg terinfeksi covid tetapi perbandingan antara yg sembuh dan wafatlebih banyak yg wafatadsemoga pendemi ini cepat berlalu,"['yg', 'patut', 'digaris', 'bawahi', 'bukan', 'hanya', 'bertambahnya', 'yg', 'terinfeksi', 'covid', 'tetapi', 'perbandingan', 'antara', 'yg', 'sembuh', 'dan', 'wafatlebih', 'banyak', 'yg', 'wafatadsemoga', 'pendemi', 'ini', 'cepat', 'berlalu']"
aku sm adik yg lain ga ikut ke rs gatau ini siapa yg jaga malah setau aku ga boleh ada yg jaga biar ga rawan covid thankyou ci,"['aku', 'sm', 'adik', 'yg', 'lain', 'ga', 'ikut', 'ke', 'rs', 'gatau', 'ini', 'siapa', 'yg', 'jaga', 'malah', 'setau', 'aku', 'ga', 'boleh', 'ada', 'yg', 'jaga', 'biar', 'ga', 'rawan', 'covid', 'thankyou', 'ci']"
mari ki bersama polri jaga kamtibmas dan cegah penyebaran virus covid dengan tetap di rumah jangan mudik,"['mari', 'ki', 'bersama', 'polri', 'jaga', 'kamtibmas', 'dan', 'cegah', 'penyebaran', 'virus', 'covid', 'dengan', 'tetap', 'di', 'rumah', 'jangan', 'mudik']"
polisi amankan tiga orang yang diduga provokator penolakan pemakaman jenazah perawat korban covid,"['polisi', 'amankan', 'tiga', 'orang', 'yang', 'diduga', 'provokator', 'penolakan', 'pemakaman', 'jenazah', 'perawat', 'korban', 'covid']"
ada poin di mana dia memang menggampangkan covid di bln februari gw gemes jg wkt itu tp skrg smua jg ga bisa liat masalah dgn lbh waras,"['ada', 'poin', 'di', 'mana', 'dia', 'memang', 'menggampangkan', 'covid', 'di', 'bln', 'februari', 'gw', 'gemes', 'jg', 'wkt', 'itu', 'tp', 'skrg', 'smua', 'jg', 'ga', 'bisa', 'liat', 'masalah', 'dgn', 'lbh', 'waras']"
jom nak pergi mana covid covid ni duduk rumah moha ni ke sana ke sini ke sana ke sini,"['jom', 'nak', 'pergi', 'mana', 'covid', 'covid', 'ni', 'duduk', 'rumah', 'moha', 'ni', 'ke', 'sana', 'ke', 'sini', 'ke', 'sana', 'ke', 'sini']"
nah itu dia pimpinan daerah gubernurwalikotabupati adalah ketua gugus tugas penanggulangan covid di daerah masingmasing,"['nah', 'itu', 'dia', 'pimpinan', 'daerah', 'gubernurwalikotabupati', 'adalah', 'ketua', 'gugus', 'tugas', 'penanggulangan', 'covid', 'di', 'daerah', 'masingmasing']"
satu warga kuningan dirujuk ke rs darurat covid citra ibu dijemput petugas pakai apd lengkap,"['satu', 'warga', 'kuningan', 'dirujuk', 'ke', 'rs', 'darurat', 'covid', 'citra', 'ibu', 'dijemput', 'petugas', 'pakai', 'apd', 'lengkap']"
mengapa menolak jenazah covid,"['mengapa', 'menolak', 'jenazah', 'covid']"
pasien positif covid bertambah orang lagi kini total kasus positif corona di jambi menjadi orang,"['pasien', 'positif', 'covid', 'bertambah', 'orang', 'lagi', 'kini', 'total', 'kasus', 'positif', 'corona', 'di', 'jambi', 'menjadi', 'orang']"
covid teknesi,"['covid', 'teknesi']"
hai cay berhubung penerbangan kamu bukan termasuk dalam penerbangan berdampak covid kamu bisa temukan informasi mengenai refund kamu di sini,"['hai', 'cay', 'berhubung', 'penerbangan', 'kamu', 'bukan', 'termasuk', 'dalam', 'penerbangan', 'berdampak', 'covid', 'kamu', 'bisa', 'temukan', 'informasi', 'mengenai', 'refund', 'kamu', 'di', 'sini']"
fkg unhas gelar pekan solidaritas peduli covid,"['fkg', 'unhas', 'gelar', 'pekan', 'solidaritas', 'peduli', 'covid']"
penyebaran covid di makassar telah melalui trasmisi lokal,"['penyebaran', 'covid', 'di', 'makassar', 'telah', 'melalui', 'trasmisi', 'lokal']"
gue punya alergi yang efeknya itu buat gue bersin batuk dan mata gue berair saat pandemi covid ini kebetulan alergi gue kumat dan apa gue usaha buat nahan supaya ga batuk dan bersin saat lagi belanja kebutuhan kost diluar ruangan,"['gue', 'punya', 'alergi', 'yang', 'efeknya', 'itu', 'buat', 'gue', 'bersin', 'batuk', 'dan', 'mata', 'gue', 'berair', 'saat', 'pandemi', 'covid', 'ini', 'kebetulan', 'alergi', 'gue', 'kumat', 'dan', 'apa', 'gue', 'usaha', 'buat', 'nahan', 'supaya', 'ga', 'batuk', 'dan', 'bersin', 'saat', 'lagi', 'belanja', 'kebutuhan', 'kost', 'diluar', 'ruangan']"
haiya nk gi shensiong tapi takut bukan pasal covid tapi pasal hais,"['haiya', 'nk', 'gi', 'shensiong', 'tapi', 'takut', 'bukan', 'pasal', 'covid', 'tapi', 'pasal', 'hais']"
bisa nggak sih stop share hall yang menakutkan dan memuakkan tentang covid its okey itu informasi penting emang tapi jujur buat orang yang parnoan kaya gue ini hal yang mengganggu banget gue kepikiran terus,"['bisa', 'nggak', 'sih', 'stop', 'share', 'hall', 'yang', 'menakutkan', 'dan', 'memuakkan', 'tentang', 'covid', 'its', 'okey', 'itu', 'informasi', 'penting', 'emang', 'tapi', 'jujur', 'buat', 'orang', 'yang', 'parnoan', 'kaya', 'gue', 'ini', 'hal', 'yang', 'mengganggu', 'banget', 'gue', 'kepikiran', 'terus']"
update kasus covid hari ini bertambah kasus baru positif sehingga totalnya menjadi kasus achmad yurianto menambahkan bahwa pertambahan itu menandakan banyak warga yang belum disiplin,"['update', 'kasus', 'covid', 'hari', 'ini', 'bertambah', 'kasus', 'baru', 'positif', 'sehingga', 'totalnya', 'menjadi', 'kasus', 'achmad', 'yurianto', 'menambahkan', 'bahwa', 'pertambahan', 'itu', 'menandakan', 'banyak', 'warga', 'yang', 'belum', 'disiplin']"
beli tong besarisi sepenuh yang mungkinsimpanlpas covid beransur pulih confirmed harga minyak naik balik by that time duit hang dah selamat while orang lain tengah huha huha bising harga minyak melambung sambil menyalahkan kerajaan tak kawal kenaikan hargabelieve me,"['beli', 'tong', 'besarisi', 'sepenuh', 'yang', 'mungkinsimpanlpas', 'covid', 'beransur', 'pulih', 'confirmed', 'harga', 'minyak', 'naik', 'balik', 'by', 'that', 'time', 'duit', 'hang', 'dah', 'selamat', 'while', 'orang', 'lain', 'tengah', 'huha', 'huha', 'bising', 'harga', 'minyak', 'melambung', 'sambil', 'menyalahkan', 'kerajaan', 'tak', 'kawal', 'kenaikan', 'hargabelieve', 'me']"
jadi pas itu aku malakin masku karena covid kan gak bisa pergi jauh buat beli kadobarusan diajak ke indoapril dia nyuruh aku ambil apa yang aku mau berasa ditantang so ya aku ambil ini semua pas ditotal nominalnya sesuai sama apa yang aku palakin wkwkwkwkwk,"['jadi', 'pas', 'itu', 'aku', 'malakin', 'masku', 'karena', 'covid', 'kan', 'gak', 'bisa', 'pergi', 'jauh', 'buat', 'beli', 'kadobarusan', 'diajak', 'ke', 'indoapril', 'dia', 'nyuruh', 'aku', 'ambil', 'apa', 'yang', 'aku', 'mau', 'berasa', 'ditantang', 'so', 'ya', 'aku', 'ambil', 'ini', 'semua', 'pas', 'ditotal', 'nominalnya', 'sesuai', 'sama', 'apa', 'yang', 'aku', 'palakin', 'wkwkwkwkwk']"
bukan lebay gimana gimana sih sama covid ini cuma sekarang lagi tinggal sama keluarga bkn di apart jadi kalau w kena trus mati ya gak papa kalau mati sendirilah kalau ke keluarga udah mati aja masih nyusahin w,"['bukan', 'lebay', 'gimana', 'gimana', 'sih', 'sama', 'covid', 'ini', 'cuma', 'sekarang', 'lagi', 'tinggal', 'sama', 'keluarga', 'bkn', 'di', 'apart', 'jadi', 'kalau', 'w', 'kena', 'trus', 'mati', 'ya', 'gak', 'papa', 'kalau', 'mati', 'sendirilah', 'kalau', 'ke', 'keluarga', 'udah', 'mati', 'aja', 'masih', 'nyusahin', 'w']"
update sebaran covid di kabupaten bojonegoro per tanggal april pukul wib,"['update', 'sebaran', 'covid', 'di', 'kabupaten', 'bojonegoro', 'per', 'tanggal', 'april', 'pukul', 'wib']"
penanganan covid warga berkukuh tolak islamic center kotabumi jadi tempat isolasi,"['penanganan', 'covid', 'warga', 'berkukuh', 'tolak', 'islamic', 'center', 'kotabumi', 'jadi', 'tempat', 'isolasi']"
covid dtg rumah,"['covid', 'dtg', 'rumah']"
knp sebagian marah kepada lbp krn di tengah wabah covid lbp justru terkesan tdk serius melawan wabah covid dengan membela kedatangan tka china di saat aturan sdh melarang selain itu jg terkesan memaksakan pindah ikn di saat negara justru kumpulkan sumbangan tuk covid,"['knp', 'sebagian', 'marah', 'kepada', 'lbp', 'krn', 'di', 'tengah', 'wabah', 'covid', 'lbp', 'justru', 'terkesan', 'tdk', 'serius', 'melawan', 'wabah', 'covid', 'dengan', 'membela', 'kedatangan', 'tka', 'china', 'di', 'saat', 'aturan', 'sdh', 'melarang', 'selain', 'itu', 'jg', 'terkesan', 'memaksakan', 'pindah', 'ikn', 'di', 'saat', 'negara', 'justru', 'kumpulkan', 'sumbangan', 'tuk', 'covid']"
min ini kenapa pamnya mati yakp setu bintara jaya rtrw ada aja lagi covid gini pake mati segala ini gimana coba mau cuci tangan segala macem kalo air mati,"['min', 'ini', 'kenapa', 'pamnya', 'mati', 'yakp', 'setu', 'bintara', 'jaya', 'rtrw', 'ada', 'aja', 'lagi', 'covid', 'gini', 'pake', 'mati', 'segala', 'ini', 'gimana', 'coba', 'mau', 'cuci', 'tangan', 'segala', 'macem', 'kalo', 'air', 'mati']"
dari dulu juga pak jokowi suka suka membagikan rejeki ke masyarakat yang membutuhkan gausah menprovokasi seakan akan itu tidak baik kalau lu gasuka yagausah komentar cukup diam saja daripada mmperkeruh suasana afau lu jadi relawan covid sana,"['dari', 'dulu', 'juga', 'pak', 'jokowi', 'suka', 'suka', 'membagikan', 'rejeki', 'ke', 'masyarakat', 'yang', 'membutuhkan', 'gausah', 'menprovokasi', 'seakan', 'akan', 'itu', 'tidak', 'baik', 'kalau', 'lu', 'gasuka', 'yagausah', 'komentar', 'cukup', 'diam', 'saja', 'daripada', 'mmperkeruh', 'suasana', 'afau', 'lu', 'jadi', 'relawan', 'covid', 'sana']"
pmi muba buka pendaftaran relawan kemanusiaan hadapi covid,"['pmi', 'muba', 'buka', 'pendaftaran', 'relawan', 'kemanusiaan', 'hadapi', 'covid']"
selamatkan indonesia dengan selalu kenakan masker saat keluar rumah mari jadikan masker sbg kebutuhan pokok saat ini semoga pandemi virus corona covid segera berlalu,"['selamatkan', 'indonesia', 'dengan', 'selalu', 'kenakan', 'masker', 'saat', 'keluar', 'rumah', 'mari', 'jadikan', 'masker', 'sbg', 'kebutuhan', 'pokok', 'saat', 'ini', 'semoga', 'pandemi', 'virus', 'corona', 'covid', 'segera', 'berlalu']"
semoga secepetnya ini virus covid ngilang dan kita semua bisa beraktifitas dengan normal kembali,"['semoga', 'secepetnya', 'ini', 'virus', 'covid', 'ngilang', 'dan', 'kita', 'semua', 'bisa', 'beraktifitas', 'dengan', 'normal', 'kembali']"
waktu ngelebelin status peserta test covid merah aku isi pdi biru aku isi demokrat atau pan ya,"['waktu', 'ngelebelin', 'status', 'peserta', 'test', 'covid', 'merah', 'aku', 'isi', 'pdi', 'biru', 'aku', 'isi', 'demokrat', 'atau', 'pan', 'ya']"
lama eneg juga liat driver ojol ini makin ngelunjak emangnya cuma kalian apa yg terdampak covid ini semua tau gimana ne mentri yg punya urus dong divernya koq negara yg jd repot dibuat,"['lama', 'eneg', 'juga', 'liat', 'driver', 'ojol', 'ini', 'makin', 'ngelunjak', 'emangnya', 'cuma', 'kalian', 'apa', 'yg', 'terdampak', 'covid', 'ini', 'semua', 'tau', 'gimana', 'ne', 'mentri', 'yg', 'punya', 'urus', 'dong', 'divernya', 'koq', 'negara', 'yg', 'jd', 'repot', 'dibuat']"
susah gila nak control org tua niehari riso jeaapa lg dia nak buat setiap harix control nanti effect semua orgstresss nyadahla kena wfhya allah cepat la reda covid nie aminnn,"['susah', 'gila', 'nak', 'control', 'org', 'tua', 'niehari', 'riso', 'jeaapa', 'lg', 'dia', 'nak', 'buat', 'setiap', 'harix', 'control', 'nanti', 'effect', 'semua', 'orgstresss', 'nyadahla', 'kena', 'wfhya', 'allah', 'cepat', 'la', 'reda', 'covid', 'nie', 'aminnn']"
dulu pas mau sakit selalu bilang ke temen gini teman tolong dong infusinteman aku sakit bawain obat yaanah sekarang mau ngomong pusing flu batuk panas sesak nafas takut dikira kenak covid,"['dulu', 'pas', 'mau', 'sakit', 'selalu', 'bilang', 'ke', 'temen', 'gini', 'teman', 'tolong', 'dong', 'infusinteman', 'aku', 'sakit', 'bawain', 'obat', 'yaanah', 'sekarang', 'mau', 'ngomong', 'pusing', 'flu', 'batuk', 'panas', 'sesak', 'nafas', 'takut', 'dikira', 'kenak', 'covid']"
garis panduanamalan langkah pencegahan covid industri pembinaan,"['garis', 'panduanamalan', 'langkah', 'pencegahan', 'covid', 'industri', 'pembinaan']"
dampak covid ketua ampi palas bagikan sembako kepada abang becak,"['dampak', 'covid', 'ketua', 'ampi', 'palas', 'bagikan', 'sembako', 'kepada', 'abang', 'becak']"
anda melakukan hoax terberat dalam kasus covid dimana kalimat anda berupa statement bukan seperti pakar yg hanya bisa memperkirakan anda telah menciderai profesi sbg pengacara pantesan anda kalah dlm gugatan pilpres gak heran sih twit anda menggambarkan kualitas andabye,"['anda', 'melakukan', 'hoax', 'terberat', 'dalam', 'kasus', 'covid', 'dimana', 'kalimat', 'anda', 'berupa', 'statement', 'bukan', 'seperti', 'pakar', 'yg', 'hanya', 'bisa', 'memperkirakan', 'anda', 'telah', 'menciderai', 'profesi', 'sbg', 'pengacara', 'pantesan', 'anda', 'kalah', 'dlm', 'gugatan', 'pilpres', 'gak', 'heran', 'sih', 'twit', 'anda', 'menggambarkan', 'kualitas', 'andabye']"
